"","tweet","date","isretweet","retweeted","retweetcount","favoritecount","favorited"
"507","RT @hanshreigle: Really loved the #Dover days parade this weekend! I love interacting with my community. #hans2016 #netDE https://t.co/q98t‚Ä¶","2016-05-10 00:02:15","TRUE","FALSE","4","0","FALSE"
"508","RT @GovernorMarkell: Always enjoy Superstars in Ed event. Educators/business/govt applauding grt work in #netDE schools @DEStateChamber htt‚Ä¶","2016-05-10 00:01:15","TRUE","FALSE","11","0","FALSE"
"509","Accidents cleared &amp; Traffic running smoothly @demembridge tjm #netde #netnj","2016-05-08 23:40:23","FALSE","FALSE","0","1","FALSE"
"510","Sign up for #edcampldrDE &amp; be part of an international unconference! https://t.co/UH6QuBFp7l #delachat #netde","2016-05-08 23:02:06","FALSE","FALSE","0","0","FALSE"
"511","RT @delawareonline: Delaware Department of Justice determining charges in death of Howard student Amy Joyner-Francis. https://t.co/ojUuTjkO‚Ä¶","2016-05-08 22:41:30","TRUE","FALSE","91","0","FALSE"
"512","@BloomsburgU Accelerate Delaware Launch Party! #Networking #netDE Tixs: https://t.co/eKCjJOWE6F https://t.co/sXXINvXxP2","2016-05-08 22:33:18","FALSE","FALSE","0","1","FALSE"
"513","Police Investigate Double Shooting in #WilmDE @NBCPhiladelphia https://t.co/eProg28sQN #NetDE #Delaware https://t.co/KNke63nZ50","2016-05-08 22:30:18","FALSE","FALSE","0","0","FALSE"
"514","RT @delawareonline: Ugly Saturday in Wilmington: 2 separate shootings left one man dead, a man and woman injured #NetDE https://t.co/CkfDr9‚Ä¶","2016-05-08 22:17:24","TRUE","FALSE","12","0","FALSE"
"515","RT @CapeGazette: Carper celebrates start of construction on submarine named in Delaware‚Äôs honor https://t.co/kTnbIITVI7 #netde","2016-05-08 22:15:38","TRUE","FALSE","1","0","FALSE"
"516","Carper celebrates start of construction on submarine named in Delaware‚Äôs honor https://t.co/kTnbIITVI7 #netde","2016-05-08 22:10:33","FALSE","FALSE","1","0","FALSE"
"517","RT @brianrahmer: ""1% tax... would yield more than $120bn a year, almost equivalent to entire $131bn global aid budget."" #HiAP #NetDE https:‚Ä¶","2016-05-08 22:06:14","TRUE","FALSE","1","0","FALSE"
"518","#whosangit? #comeplay #netDE - Creedence Clearwater Revival, Fortunate Son @airsupplymusic Aug 19. #Tickets. https://t.co/LPfmXiPzXk","2016-05-08 22:00:44","FALSE","FALSE","0","0","FALSE"
"519","RT @demembridge: Multi-vehicle accident on I-295 S at US 13 @demembridge Expect delays. tjm #netDE #netNJ","2016-05-08 21:59:19","TRUE","FALSE","1","0","FALSE"
"520","RT @BEFirstDE: #HappyMothersDay Thanks to all the #netDE Mom's for everything you do! https://t.co/56MDbLoKFU","2016-05-08 21:57:18","TRUE","FALSE","2","0","FALSE"
"521","Milford Police Seek Suspect For Armed Robbery #netde
STORY: https://t.co/jYUtX9uWFa https://t.co/LfXlG6lfkf","2016-05-08 21:52:24","FALSE","FALSE","0","0","FALSE"
"522","Troopers Investigate a Pair of Robberies at a New Castle Gas Station #netde
STORY: https://t.co/pjJhT9RKeN https://t.co/Ycj5kZh67m","2016-05-08 21:46:52","FALSE","FALSE","0","0","FALSE"
"523","#HappyMothersDay Thanks to all the #netDE Mom's for everything you do! https://t.co/56MDbLoKFU","2016-05-08 21:34:47","FALSE","FALSE","2","4","FALSE"
"524","Happy #MothersDay to moms of every kind! #netDE #RehobothBeach #BethanyBeach #Delaware https://t.co/UVAOr43TpE","2016-05-08 21:30:29","FALSE","FALSE","0","2","FALSE"
"525","Multi-vehicle accident on I-295 S at US 13 @demembridge Expect delays. tjm #netDE #netNJ","2016-05-08 21:29:40","FALSE","FALSE","1","1","FALSE"
"526","RT @delawareonline: Where have 240+ people moved after leaving Delaware? Also, drop your pin on our map: https://t.co/s9dgXKFWx7 #netDE htt‚Ä¶","2016-05-08 21:28:57","TRUE","FALSE","5","0","FALSE"
"527","Delaware is part of an international unconference! Join us on July 11 for #edcampldrDE https://t.co/UH6QuBFp7l #delachat #netde","2016-05-08 21:17:09","FALSE","FALSE","0","0","FALSE"
"528","RT @delawareonline: Ugly Saturday in Wilmington: 2 separate shootings left one man dead, a man and woman injured #NetDE https://t.co/CkfDr9‚Ä¶","2016-05-08 20:54:07","TRUE","FALSE","12","0","FALSE"
"529","RT @delawareonline: Where have 240+ people moved after leaving Delaware? Also, drop your pin on our map: https://t.co/s9dgXKFWx7 #netDE htt‚Ä¶","2016-05-08 20:48:37","TRUE","FALSE","5","0","FALSE"
"530","RT @delawareonline: Ugly Saturday in Wilmington: 2 separate shootings left one man dead, a man and woman injured #NetDE https://t.co/CkfDr9‚Ä¶","2016-05-08 20:48:37","TRUE","FALSE","12","0","FALSE"
"531","RT @delawareonline: Ugly Saturday in Wilmington: 2 separate shootings left one man dead, a man and woman injured #NetDE https://t.co/CkfDr9‚Ä¶","2016-05-08 20:46:41","TRUE","FALSE","12","0","FALSE"
"532","RT @CapeGazette: Lewes library closed to pack up for move https://t.co/09tc9CWGoh #netde","2016-05-08 20:46:21","TRUE","FALSE","4","0","FALSE"
"533","RT @delawareonline: Ugly Saturday in Wilmington: 2 separate shootings left one man dead, a man and woman injured #NetDE https://t.co/CkfDr9‚Ä¶","2016-05-08 20:41:01","TRUE","FALSE","12","0","FALSE"
"534","RT @delawareonline: Ugly Saturday in Wilmington: 2 separate shootings left one man dead, a man and woman injured #NetDE https://t.co/CkfDr9‚Ä¶","2016-05-08 20:37:05","TRUE","FALSE","12","0","FALSE"
"535","25th year Gridiron celebration roasted us all. @Deldems #NetDe https://t.co/AGHZDiJSts","2016-05-08 20:36:21","FALSE","FALSE","0","1","FALSE"
"536","Rate hikes, new customers boost Arteisan earnings | Delaware Business Now https://t.co/4fAFAyuqzk #netde","2016-05-08 20:36:10","FALSE","FALSE","0","0","FALSE"
"537","#Retail space in #BearDE available! https://t.co/iDSgaqR89H Enjoy benefits of active Merchant's Association #netde https://t.co/14Qkw0BAAE","2016-05-08 20:30:41","FALSE","FALSE","0","0","FALSE"
"538","RT @delawareonline: Ugly Saturday in Wilmington: 2 separate shootings left one man dead, a man and woman injured #NetDE https://t.co/CkfDr9‚Ä¶","2016-05-08 20:30:11","TRUE","FALSE","12","0","FALSE"
"539","Got News? Members can submit press releases to press@dscc.com &amp; get published on our website &amp; in DelBiz magazine #chamberbenefits #netDE","2016-05-08 20:28:01","FALSE","FALSE","0","0","FALSE"
"540","RT @delawareonline: Ugly Saturday in Wilmington: 2 separate shootings left one man dead, a man and woman injured #NetDE https://t.co/CkfDr9‚Ä¶","2016-05-08 20:24:59","TRUE","FALSE","12","0","FALSE"
"541","RT @delawareonline: Ugly Saturday in Wilmington: 2 separate shootings left one man dead, a man and woman injured #NetDE https://t.co/CkfDr9‚Ä¶","2016-05-08 20:23:21","TRUE","FALSE","12","0","FALSE"
"542","RT @delawareonline: Ugly Saturday in Wilmington: 2 separate shootings left one man dead, a man and woman injured #NetDE https://t.co/CkfDr9‚Ä¶","2016-05-08 20:18:17","TRUE","FALSE","12","0","FALSE"
"543","RT @JaguarUnionPark: Stop by and see Union Park @WilmFlowrMarket. Spin and win! #wstw #flowermarket #netde https://t.co/6nc09D9OJN","2016-05-08 20:08:13","TRUE","FALSE","2","0","FALSE"
"544","RT @delawareonline: Ugly Saturday in Wilmington: 2 separate shootings left one man dead, a man and woman injured #NetDE https://t.co/CkfDr9‚Ä¶","2016-05-08 20:06:49","TRUE","FALSE","12","0","FALSE"
"545","RT @delawareonline: Ugly Saturday in Wilmington: 2 separate shootings left one man dead, a man and woman injured #NetDE https://t.co/CkfDr9‚Ä¶","2016-05-08 20:05:26","TRUE","FALSE","12","0","FALSE"
"546","Ugly Saturday in Wilmington: 2 separate shootings left one man dead, a man and woman injured #NetDE https://t.co/CkfDr9fzAJ","2016-05-08 20:05:08","FALSE","FALSE","12","3","FALSE"
"547","Meet Harvey Morris, President, BL&amp;S Technologies. https://t.co/QluZcKAd1W #Technology #NetDE https://t.co/R2UBMcgUjc","2016-05-08 19:57:08","FALSE","FALSE","0","0","FALSE"
"548","RT @AbigailGoldring: Meet the candidates running to represent Delaware in the House of Reps! https://t.co/T4ERnYhBGp #netde","2016-05-08 19:56:53","TRUE","FALSE","1","0","FALSE"
"549","RT @CapeGazette: Lewes library closed to pack up for move https://t.co/09tc9CWGoh #netde","2016-05-08 19:51:21","TRUE","FALSE","4","0","FALSE"
"550","RT @CapeGazette: Lewes library closed to pack up for move https://t.co/09tc9CWGoh #netde","2016-05-08 19:51:21","TRUE","FALSE","4","0","FALSE"
"551","Accident cleared. Congestion delay remains on I-295 S in DE @demembridge tjm #netDE #netNJ @NJTurnpike @NJDOT_info","2016-05-08 19:44:09","FALSE","FALSE","0","1","FALSE"
"552","RT @WGMDRadio: Volunteers will learn about freshwater mussels and receive survey kits ... #netde https://t.co/EHhf755Smc","2016-05-08 19:32:42","TRUE","FALSE","2","0","FALSE"
"553","Hiring a Development Coordinator! https://t.co/tmeOtkPNdC -- #netDE #Delaware #RehobothBeach #BethanyBeach #LewesDE https://t.co/TPFAibSKLd","2016-05-08 19:05:13","FALSE","FALSE","0","0","FALSE"
"554","Now that‚Äôs some fucking bad luck. #NetDE #Delaware https://t.co/CAVfT5sXSQ","2016-05-08 19:00:09","FALSE","FALSE","0","0","FALSE"
"555","RT @CapeGazette: Lewes library closed to pack up for move https://t.co/09tc9CWGoh #netde","2016-05-08 19:00:08","TRUE","FALSE","4","0","FALSE"
"556","Where have 240+ people moved after leaving Delaware? Also, drop your pin on our map: https://t.co/s9dgXKFWx7 #netDE https://t.co/ftuomTr6hE","2016-05-08 18:58:11","FALSE","FALSE","5","1","FALSE"
"557","Do not fear mistakes. You will know failure. Continue to reach out. - Benjamin Franklin #netde #yolo","2016-05-08 18:57:33","FALSE","FALSE","0","0","FALSE"
"558","Meet the candidates running to represent Delaware in the House of Reps! https://t.co/T4ERnYhBGp #netde","2016-05-08 18:46:36","FALSE","FALSE","1","2","FALSE"
"559","My first year being in #Delaware and not at #pointtopoint.  Hope everyone's having fun on our first sun-filled day in a WEEK! #NetDE","2016-05-08 18:20:57","FALSE","FALSE","0","1","FALSE"
"560","RT @LopezforDE: Loved being able to celebrate Mother's Day w my parents &amp; brother &amp; sister!  So thankful!  @Disney_Family #NetDe https://t.‚Ä¶","2016-05-08 18:20:39","TRUE","FALSE","1","0","FALSE"
"561","2016 Opening Day for Riverwalk Mini Golf is next Saturday! https://t.co/UZJTVwKzks #netde #VisitWilm https://t.co/ME0sZTLECC","2016-05-08 18:20:20","FALSE","FALSE","0","1","FALSE"
"562","Loved being able to celebrate Mother's Day w my parents &amp; brother &amp; sister!  So thankful!  @Disney_Family #NetDe https://t.co/d35REKnIM1","2016-05-08 18:08:43","FALSE","FALSE","1","3","FALSE"
"563","Sussex County #netDE cycling: what we lack in hills we make up in headwinds! Ì†ΩÌ∏ÇÌ†ºÌº¨Ì†ΩÌ∫¥","2016-05-08 17:59:05","FALSE","FALSE","0","1","FALSE"
"564","Thanks to #M√©lomanie for a beautiful #MothersDay brunch and #concert!  #netde #artsde #inwilm https://t.co/5rt4Bjx7km","2016-05-08 17:56:15","FALSE","FALSE","0","0","FALSE"
"565","Multi-vehicle accident on I-295 S in DE. Backups  @demembridge Expect delays. tjm #netDE #netNJ @NJTurnpike @NJDOT_info","2016-05-08 17:52:23","FALSE","FALSE","0","3","FALSE"
"566","UDelaware AccelerateDelaware LaunchParty! #Networking #netDE Tixs:https://t.co/eKCjJOWE6F https://t.co/dhb3hxKijn","2016-05-08 17:45:04","FALSE","FALSE","0","2","FALSE"
"567","M√©lomanie takes the stage in our galleries for a special #MothersDay #concert. #baroque #netde #artsde #inwilm https://t.co/MZUQXFIbGO","2016-05-08 17:35:51","FALSE","FALSE","0","0","FALSE"
"568","RT @monsterphotoiso: Here's my favorite shot from today assignment. Boys long jump. #delhs #netde #photo #slowshutter https://t.co/378dIlC9‚Ä¶","2016-05-08 17:34:27","TRUE","FALSE","4","0","FALSE"
"569","PSA - CD-CP: Child Development - Community Policing: https://t.co/ZJfhfTR4Ti #NetDE #WilmDE #Delaware https://t.co/E7Pu75iF3p","2016-05-08 17:30:49","FALSE","FALSE","0","0","FALSE"
"570","RT @DelawareToDo: Who is at Point to Point? I'm not seeing nearly enough big hats in my feed. #Delaware #netDE #ilikebighatsandicannotlie","2016-05-08 17:29:09","TRUE","FALSE","1","0","FALSE"
"571","""1% tax... would yield more than $120bn a year, almost equivalent to entire $131bn global aid budget."" #HiAP #NetDE https://t.co/Rp5vc6G7Q4","2016-05-08 17:26:20","FALSE","FALSE","1","2","FALSE"
"572","RT @DowntownWilmDE: Congrats to Artist Ave Station on you grand opening celebration! #netde https://t.co/cVtzIevaFo","2016-05-08 17:23:56","TRUE","FALSE","4","0","FALSE"
"573","RT @GovernorMarkell: Happy Mother's Day to all Delaware moms, with special thanks to two amazing women: my mom and Carla. #netDE","2016-05-08 17:23:19","TRUE","FALSE","4","0","FALSE"
"574","RT @jshipman_art: The exquisite Melomanie @DEContemporary Always lovely! #artsde #inwilm #netde @ArtsinMedia https://t.co/D6VmEyhYtW","2016-05-08 17:22:00","TRUE","FALSE","2","0","FALSE"
"575","The exquisite Melomanie @DEContemporary Always lovely! #artsde #inwilm #netde @ArtsinMedia https://t.co/D6VmEyhYtW","2016-05-08 17:21:05","FALSE","FALSE","2","2","FALSE"
"576","#UrbanCats #WilmDE #NetDE @ Wilmington, Delaware https://t.co/GCFXwRKDua","2016-05-08 17:16:36","FALSE","FALSE","0","0","FALSE"
"577","Enjoying Mother's Day brunch before a special concert by M√©lomanie. #MothersDay #netde #artsde #inwilm https://t.co/t54A13TySS","2016-05-08 17:10:53","FALSE","FALSE","0","0","FALSE"
"578","Great day on Saturday picking up trash along King's highway with UUSD @UUA @CapeGazette @Deldems  #netde https://t.co/uK1k1hxaa7","2016-05-08 17:09:53","FALSE","FALSE","0","3","FALSE"
"579","Lewes library closed to pack up for move https://t.co/09tc9CWGoh #netde","2016-05-08 17:09:07","FALSE","FALSE","4","0","FALSE"
"580","Who is at Point to Point? I'm not seeing nearly enough big hats in my feed. #Delaware #netDE #ilikebighatsandicannotlie","2016-05-08 17:00:41","FALSE","FALSE","1","0","FALSE"
"581","Happy Mother's Day! #MothersDay #allkindsofmoms #MomsAreSpecial #artsde #netde #inwilm https://t.co/I4OU7LlSgb","2016-05-08 16:58:22","FALSE","FALSE","0","0","FALSE"
"582","#netde Sunday Open Thread [5.8.16] - The Nazis are happy with Trump. ‚ÄúWhite men in America and across the plane... https://t.co/IF7k0goJuL","2016-05-08 16:46:52","FALSE","FALSE","0","0","FALSE"
"583","RT @PaulkatDover: Joe Biden speaking at DSU Commencement #netde https://t.co/HNfK4LP1UP","2016-05-08 16:35:03","TRUE","FALSE","1","0","FALSE"
"584","Considering GPS fleet tracking? Check out our 6 month promo. https://t.co/eDwamyzkLQ https://t.co/oaLyAffPIx #netde","2016-05-08 16:27:40","FALSE","FALSE","0","0","FALSE"
"585","Thinking about mom. #healthDE #netde (@ Glasgow Park in Newark, DE) https://t.co/YOqBMhOuhd","2016-05-08 16:21:55","FALSE","FALSE","0","0","FALSE"
"586","RT @monsterphotoiso: Here's my favorite shot from today assignment. Boys long jump. #delhs #netde #photo #slowshutter https://t.co/378dIlC9‚Ä¶","2016-05-08 16:18:04","TRUE","FALSE","4","0","FALSE"
"587","Mother‚Äôs Day Match today until 4 pm. Win Free slot play and #ToppersSpa #giftcards https://t.co/ftRLSaki2B #comeplay #netDE","2016-05-08 16:01:19","FALSE","FALSE","0","0","FALSE"
"588","RT @GovernorMarkell: Happy Mother's Day to all Delaware moms, with special thanks to two amazing women: my mom and Carla. #netDE","2016-05-08 15:56:09","TRUE","FALSE","4","0","FALSE"
"589","New York City woman found with $10,000 in liquor in Claymont | Delaware Business Now https://t.co/3le4JfAsUr #netde https://t.co/t9pvMrMEBM","2016-05-08 15:49:03","FALSE","FALSE","1","0","FALSE"
"590","RT @ScottGossDel: Veep @JoeBiden tells graduating @DelStateUniv students personal happiness as vital as professional success https://t.co/3‚Ä¶","2016-05-08 15:36:14","TRUE","FALSE","2","0","FALSE"
"591","RT @GovernorMarkell: Happy Mother's Day to all Delaware moms, with special thanks to two amazing women: my mom and Carla. #netDE","2016-05-08 15:32:47","TRUE","FALSE","4","0","FALSE"
"592","Happy Mother's Day to all Delaware moms, with special thanks to two amazing women: my mom and Carla. #netDE","2016-05-08 15:29:20","FALSE","FALSE","4","12","FALSE"
"593","Happy #MothersDay! Here's to moms up and down Delaware and across the country #NetDe https://t.co/rfh1lFNVLf","2016-05-08 15:00:35","FALSE","FALSE","1","19","FALSE"
"594","RT @P_AlonzoSmall: Wilmington PD respond to a shooting in the area of N. Rodney &amp; W. 3rd St. #WilmDE #copsDE #netDE @delawareonline https:/‚Ä¶","2016-05-08 14:56:42","TRUE","FALSE","3","0","FALSE"
"595","RT @delawareonline: The statistics show Delaware is at a crossroads: The young are moving out while retirees are moving in. #netDE https://‚Ä¶","2016-05-08 14:49:55","TRUE","FALSE","14","0","FALSE"
"596","#homemade #chocolatechipcookies @delacoeurcafe #hotoutoftheoven baked #fromtheheart #netde‚Ä¶ https://t.co/Ud56IxlLTG","2016-05-08 14:45:33","FALSE","FALSE","0","0","FALSE"
"597","RT @delawareonline: Delaware Department of Justice determining charges in death of Howard student Amy Joyner-Francis. https://t.co/ojUuTjkO‚Ä¶","2016-05-08 14:33:46","TRUE","FALSE","91","0","FALSE"
"598","#heartshaped #pancakes today #happymothersday! #brunch @delacoeurcafe #inwilm #netde #wilmington‚Ä¶ https://t.co/zm27971A97","2016-05-08 14:26:52","FALSE","FALSE","0","0","FALSE"
"599","RT @monsterphotoiso: Here's my favorite shot from today assignment. Boys long jump. #delhs #netde #photo #slowshutter https://t.co/378dIlC9‚Ä¶","2016-05-08 14:10:16","TRUE","FALSE","4","0","FALSE"
"600","Happy Mothers Day! Ì†ΩÌ≤ê #NetDe","2016-05-08 14:04:07","FALSE","FALSE","0","0","FALSE"
"601","$1000 GNTD NLHE #Poker #tournaments 11:15 a.m. $45 buy-in, $500 Deep Stack @ 6:15 p.m. $35 Buy-in. https://t.co/5DLLysEJJN! #comeplay #netDE","2016-05-08 14:01:23","FALSE","FALSE","0","0","FALSE"
"602","Morgan Morrow breaks @DEMarathon female record. See story by @kevintresolini shortly. #netde https://t.co/tpQZWJDSrq","2016-05-08 14:00:07","FALSE","FALSE","0","0","FALSE"
"603","Man shot dead in @wilmingtondegov and @WPDPIO asking public for help to find the suspect(s) https://t.co/bKooW7GBh1 @WDEL #netde","2016-05-08 13:28:32","FALSE","FALSE","0","0","FALSE"
"604","DE State Troopers trying to find perps for two robberies at a New Castle gas station in the same night https://t.co/BWxatsjWBB @WDEL #netde","2016-05-08 13:27:18","FALSE","FALSE","0","0","FALSE"
"605","Wilmington Police investigating why two poeple were shot last night in the city https://t.co/kpzuI11Jvg  @WDEL #netde","2016-05-08 13:25:21","FALSE","FALSE","0","0","FALSE"
"606","RT @delawareonline: Delaware Department of Justice determining charges in death of Howard student Amy Joyner-Francis. https://t.co/ojUuTjkO‚Ä¶","2016-05-08 13:14:13","TRUE","FALSE","91","0","FALSE"
"607","RT @CapeGazette: Mispillion Kennel Cub sets obedience classes beginning May 12 https://t.co/aaucml4ZIz #netde","2016-05-08 13:04:30","TRUE","FALSE","2","0","FALSE"
"608","HOW TO prevent crabgrass: #netde #wilmde #lawncare https://t.co/fl72UbVoVV https://t.co/29RatBRQSU","2016-05-08 13:02:14","FALSE","FALSE","0","0","FALSE"
"609","RT @kengrantde: Delaware ' s @GovernorMarkell as ""Bad Ass Jack"" at the #netde Gridiron Show https://t.co/CQGc1uFItE","2016-05-08 12:56:38","TRUE","FALSE","2","0","FALSE"
"610","#netde Delaware Democrats Elect Delegates for DNC - Yesterday, in Dover, the state Democratic Party elected the... https://t.co/wgU5GTn7Qx","2016-05-08 12:51:51","FALSE","FALSE","0","1","FALSE"
"611","foodlion is handing out #MothersDay #netde #carnations to all the moms out there today.‚Ä¶ https://t.co/EM849sYfHr","2016-05-08 12:42:10","FALSE","FALSE","0","2","FALSE"
"612","RT @CapeGazette: Mispillion Kennel Cub sets obedience classes beginning May 12 https://t.co/aaucml4ZIz #netde","2016-05-08 12:41:08","TRUE","FALSE","2","0","FALSE"
"613","RT @ScottGossDel: Veep @JoeBiden tells graduating @DelStateUniv students personal happiness as vital as professional success https://t.co/3‚Ä¶","2016-05-08 12:40:36","TRUE","FALSE","2","0","FALSE"
"614","Andy Weaver breaks @DEMarathon record. See story by @kevintresolini shortly. #netde https://t.co/o4RGmBNY9v","2016-05-08 12:40:31","FALSE","FALSE","0","0","FALSE"
"615","Mispillion Kennel Cub sets obedience classes beginning May 12 https://t.co/aaucml4ZIz #netde","2016-05-08 12:40:09","FALSE","FALSE","2","0","FALSE"
"616","HOW TO regain control from the white clover in your lawn. #netde https://t.co/n05JSLYkxn https://t.co/haWmuefn35","2016-05-08 12:34:00","FALSE","FALSE","0","0","FALSE"
"617","How to #Write Winning Short Stories - #Delaware Literary Events https://t.co/B5p9wG7Fzz #netde","2016-05-08 12:33:58","FALSE","FALSE","0","0","FALSE"
"618","Happy Mother‚Äôs Day to all our moms and grandmoms in #ColonialNation #edude #netde #powerofwecsd https://t.co/k7ORsJ0XQc","2016-05-08 12:33:08","FALSE","FALSE","0","6","FALSE"
"619","RT @DSRGDerby: Team Stems + Friends at the #demarathonrelay repping DSRD #rollerderby #netde #delaware #fitchicks #runnergirls https://t.co‚Ä¶","2016-05-08 12:31:52","TRUE","FALSE","1","0","FALSE"
"620","State delegation supports federal solution to lack of info on ‚Äúshell corporations‚Äù | Delaware Business Now https://t.co/GAMxQPgYc7 #netde","2016-05-08 12:29:21","FALSE","FALSE","0","0","FALSE"
"621","RT @monsterphotoiso: @DEMarathon current leaders. @kevintresolini #netde https://t.co/OlMsHBlFnF","2016-05-08 12:28:29","TRUE","FALSE","1","0","FALSE"
"622","RT @Delaware_DHSS: At @NAMIDelaware Walk, @bethanyhalllong  says ""mental health issues affect all of our families."" #netde #EndStigma https‚Ä¶","2016-05-08 12:03:32","TRUE","FALSE","3","0","FALSE"
"623","Team Stems + Friends at the #demarathonrelay repping DSRD #rollerderby #netde #delaware #fitchicks #runnergirls https://t.co/WjbifABvPR","2016-05-08 12:01:23","FALSE","FALSE","1","0","FALSE"
"624","Veep @JoeBiden tells graduating @DelStateUniv students personal happiness as vital as professional success https://t.co/3KDCDKkn9x #netDE","2016-05-08 11:48:42","FALSE","FALSE","2","1","FALSE"
"625","#netde Trump Goes Back to the ‚Äô90s For Most Recent Attack - Donald Trump reaches deep down into the Republican ... https://t.co/o5R87AeFBw","2016-05-08 11:47:13","FALSE","FALSE","0","0","FALSE"
"626","@DEMarathon is for all ages. @kevintresolini #netde https://t.co/1Zkr7mtSDr","2016-05-08 11:47:13","FALSE","FALSE","0","0","FALSE"
"627","@DEMarathon current leaders. @kevintresolini #netde https://t.co/OlMsHBlFnF","2016-05-08 11:45:52","FALSE","FALSE","1","0","FALSE"
"628","@DEMarathon is underway in downtown Wilmington @kevintresolini #netde https://t.co/zPo41AlJJ5","2016-05-08 11:44:49","FALSE","FALSE","0","0","FALSE"
"629","RT @BenjaminduPont: Awesome meeting @hackerrank - changing how employers hire coders @zipcodewilm #netde picture of their lobby wall. https‚Ä¶","2016-05-08 11:36:35","TRUE","FALSE","7","0","FALSE"
"630","#netde Sunday Daily Delawhere [5.8.16] https://t.co/fUFof5Rbjq","2016-05-08 10:47:35","FALSE","FALSE","0","0","FALSE"
"631","There's a huge difference #realestate #netDE https://t.co/hM9jiCfds5","2016-05-08 10:43:22","FALSE","FALSE","0","0","FALSE"
"632","HOW TO control of the white clover in your lawn. #netde #lawncare https://t.co/mfaJaxfrz5 https://t.co/t56Zkt9rwT","2016-05-08 10:15:01","FALSE","FALSE","0","0","FALSE"
"633","RT @kengrantde: 25th annual Gridiron Dinner and Show #netde (@ Chase Center on the Riverfront - @cotriverfront in Wilmington, DE) https://t‚Ä¶","2016-05-08 06:13:51","TRUE","FALSE","2","0","FALSE"
"634","RT @GovernorMarkell: DE Blockchain Initiative can make gov't more efficient, support business, &amp; attract exciting industry to #netDE https:‚Ä¶","2016-05-08 06:06:02","TRUE","FALSE","7","0","FALSE"
"635","RT @P_AlonzoSmall: Wilmington PD respond to a shooting in the area of N. Rodney &amp; W. 3rd St. #WilmDE #copsDE #netDE @delawareonline https:/‚Ä¶","2016-05-08 05:05:03","TRUE","FALSE","3","0","FALSE"
"636","RT @P_AlonzoSmall: Man, 34, dead from shooting after multiple gunshot wounds to chest. https://t.co/w4Ay72gEpG
#WilmDE #netDE #copsDE https‚Ä¶","2016-05-08 05:04:49","TRUE","FALSE","2","0","FALSE"
"637","RT @P_AlonzoSmall: Car, home damaged after shots fired in Dover. #netDE https://t.co/w4Ay71Z316 https://t.co/Jj45OUyM1m","2016-05-08 05:04:42","TRUE","FALSE","2","0","FALSE"
"638","RT @SeanBarneyDE: Congrats to Michael Hare, honored with the @DEGridiron Community Service Award. #netDE","2016-05-08 05:03:36","TRUE","FALSE","4","0","FALSE"
"639","Sign up for #edcampldrDE &amp; be part of an international unconference! https://t.co/UH6QuBFp7l #delachat #netde","2016-05-08 05:02:08","FALSE","FALSE","0","0","FALSE"
"640","Sorry, #Delaware.  One winning #Powerball ticket Saturday was not sold in First State. https://t.co/mFNK7O7GHo #NetDE","2016-05-08 05:02:04","FALSE","FALSE","1","1","FALSE"
"641","Even @realDonaldTrump showed up to give #love to #netde and @DEGridiron. But really, where was @DennisPWilliams? https://t.co/2o0W58t4PH","2016-05-08 04:46:45","FALSE","FALSE","0","1","FALSE"
"642","Hey @GovernorMarkell-- I am pretty sure you found your #truecalling tonight at @DEGridiron. #stoletheshow #netde Def prize for #bestdressed","2016-05-08 04:38:43","FALSE","FALSE","0","1","FALSE"
"643","RT @NCCo_Politics: Tom Gordon ""has"" him because of his son-in-law #netde #delaware #wilmde #tomgordon #corruption https://t.co/YnwvlIzRyr","2016-05-08 04:36:04","TRUE","FALSE","2","0","FALSE"
"644","Had the best time celebrating #30 and #25 years of @DEGridiron with @kengrantde @GovernorMarkell @LisaBRochester and of course #netde","2016-05-08 04:35:15","FALSE","FALSE","0","1","FALSE"
"645","RT @delawareonline: The statistics show Delaware is at a crossroads: The young are moving out while retirees are moving in. #netDE https://‚Ä¶","2016-05-08 04:32:28","TRUE","FALSE","14","0","FALSE"
"646","RT @kengrantde: With the Lovely Bride at the Gridiron Dinner #netde https://t.co/058p0vf0yb","2016-05-08 04:31:33","TRUE","FALSE","1","0","FALSE"
"647","RT @kengrantde: Delaware ' s @GovernorMarkell as ""Bad Ass Jack"" at the #netde Gridiron Show https://t.co/CQGc1uFItE","2016-05-08 03:59:10","TRUE","FALSE","2","0","FALSE"
"648","RT @P_AlonzoSmall: Car, home damaged after shots fired in Dover. #netDE https://t.co/w4Ay71Z316 https://t.co/Jj45OUyM1m","2016-05-08 03:40:31","TRUE","FALSE","2","0","FALSE"
"649","RT @monsterphotoiso: Here's my favorite shot from today assignment. Boys long jump. #delhs #netde #photo #slowshutter https://t.co/378dIlC9‚Ä¶","2016-05-08 03:27:30","TRUE","FALSE","4","0","FALSE"
"650","RT @MegAnthonyKeogh: Learning to code with @gdiwilm at @UDHornProgram! Excited to be with all these great ladies and guys! #yay! #netDE htt‚Ä¶","2016-05-08 02:40:21","TRUE","FALSE","4","0","FALSE"
"651","Car, home damaged after shots fired in Dover. #netDE https://t.co/w4Ay71Z316 https://t.co/Jj45OUyM1m","2016-05-08 02:34:02","FALSE","FALSE","2","0","FALSE"
